Appeal,Device,LS/RT/AT,Media,Structure/Menu,Recency/Segment,Day,Impressions,Clicks,CV,Media Cost Margin,Google_position,Yahoo!_Position
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,3-Nov-17,10944,10,,10316,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,3-Nov-17,410,0,,390,NaN,NaN
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,3-Nov-17,9093,8,1,1561,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,3-Nov-17,10,0,,0,NaN,NaN
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,3-Nov-17,2181,3,,594,NaN,NaN
01_指名,PC,AT,GDN,-,-,3-Nov-17,26669,31,,1535,NaN,NaN
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,3-Nov-17,5848,5,,1168,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,3-Nov-17,11,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,3-Nov-17,799,1,,191,NaN,NaN
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,3-Nov-17,10674,5,,1567,NaN,NaN
01_指名,SP,AT,GDN,-,-,3-Nov-17,66576,61,,3464,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,3-Nov-17,1125,1,,96,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,3-Nov-17,4645,1,,143,NaN,NaN
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,3-Nov-17,843,1,,90,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,3-Nov-17,117,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,3-Nov-17,25,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,3-Nov-17,89,0,,0,NaN,NaN
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,3-Nov-17,375,0,,0,NaN,NaN
01_指名,SP,Listing,Y!PSD,-,-,3-Nov-17,173,0,,8333,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,3-Nov-17,1020,0,,0,NaN,NaN
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,3-Nov-17,635,0,,0,NaN,NaN
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,3-Nov-17,4644,4,,991,NaN,NaN
01_指名,PC,Listing,Y!PSD,-,-,3-Nov-17,255,6,,8333,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,3-Nov-17,6511,13,,1444,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,3-Nov-17,374,1,,313,NaN,NaN
06_外貨預金,SP,RT,YDN,S2.コンテンツ離脱,31日～90日,3-Nov-17,1,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,3-Nov-17,275,1,,282,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,3-Nov-17,2401,5,,565,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,3-Nov-17,1491,0,,0,NaN,NaN
02_指名関連,PC,Listing,Yahoo!,-,-,3-Nov-17,13627,65,,15523,NaN,1.86
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,3-Nov-17,3,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,3-Nov-17,1,0,,1,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,3-Nov-17,31,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,3-Nov-17,2086,5,,599,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,3-Nov-17,79,0,,67,NaN,NaN
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,3-Nov-17,142,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,3-Nov-17,9,0,,0,NaN,NaN
02_指名関連,SP,Listing,Yahoo!,-,-,3-Nov-17,13753,24,,5450,NaN,1.76
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,3-Nov-17,688,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,3-Nov-17,8,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,3-Nov-17,4,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,3-Nov-17,16,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,3-Nov-17,191,0,,218,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,3-Nov-17,5,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,31日～90日,3-Nov-17,1,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,3-Nov-17,162,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,3-Nov-17,105,1,,106,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,3-Nov-17,796,1,,208,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,3-Nov-17,536,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,3-Nov-17,8,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,3-Nov-17,42,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,3-Nov-17,156,1,,376,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,3-Nov-17,602,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,3-Nov-17,30,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,3-Nov-17,529,0,,0,NaN,NaN
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,3-Nov-17,289,0,,0,NaN,NaN
01_指名,SP,Listing,Google,-,-,3-Nov-17,702,72,2,4648,1,NaN
01_指名,SP,Listing,Yahoo!,-,-,3-Nov-17,380,9,,1858,NaN,1.03
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,3-Nov-17,43,0,,41,NaN,NaN
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,3-Nov-17,2815,5,,372,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,3-Nov-17,17,0,,0,NaN,NaN
01_指名,PC,Listing,Google,-,-,3-Nov-17,1022,88,,9277,1.02,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,3-Nov-17,5,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,3-Nov-17,36,0,,43,NaN,NaN
01_指名,PC,Listing,Yahoo!,-,-,3-Nov-17,823,45,,2252,NaN,1.01
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,3-Nov-17,45,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,3-Nov-17,7,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,3-Nov-17,915,2,,197,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,3-Nov-17,448,1,,114,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,3-Nov-17,49,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,3-Nov-17,37,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,3-Nov-17,304,1,,780,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,3-Nov-17,571,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,3-Nov-17,304,1,,814,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,3-Nov-17,239,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,3-Nov-17,1002,0,,921,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,3-Nov-17,132,0,,142,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,3-Nov-17,65,0,,0,NaN,NaN
03_口座開設一般,SP,Listing,Yahoo!,-,-,3-Nov-17,11286,66,,29621,NaN,1.77
03_口座開設一般,SP,Listing,Google,-,-,3-Nov-17,10800,390,5,148856,1.5,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,3-Nov-17,16,0,,0,NaN,NaN
03_口座開設一般,PC,Listing,Yahoo!,-,-,3-Nov-17,10578,71,1,31876,NaN,2.24
03_口座開設一般,PC,Listing,Google,-,-,3-Nov-17,3628,83,1,34832,2.24,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,3-Nov-17,4,0,,0,NaN,NaN
03_口座開設一般,SP,Listing,Yahoo!,-,-,2-Nov-17,9843,61,,28616,NaN,1.7
03_口座開設一般,PC,Listing,Yahoo!,-,-,2-Nov-17,15336,71,1,32768,NaN,1.97
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2-Nov-17,10,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,16日～30日,2-Nov-17,715,1,,691,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,1日～7日,2-Nov-17,1426,4,,1290,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2-Nov-17,15,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2-Nov-17,316,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2-Nov-17,35,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2-Nov-17,328,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2-Nov-17,90,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S3.口座開設詳細離脱,8日～15日,2-Nov-17,447,2,,413,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2-Nov-17,3,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2-Nov-17,84,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2-Nov-17,203,1,,797,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2-Nov-17,34,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2-Nov-17,16,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2-Nov-17,700,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2-Nov-17,344,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2-Nov-17,472,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2-Nov-17,921,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2-Nov-17,6,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2-Nov-17,5027,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2-Nov-17,167,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2-Nov-17,1058,1,,223,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2-Nov-17,610,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2-Nov-17,724,2,,412,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2-Nov-17,924,2,,109,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2-Nov-17,1092,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,8日～15日,2-Nov-17,632,2,,579,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2-Nov-17,9,0,,0,NaN,NaN
02_指名関連,PC,Listing,Google,-,-,2-Nov-17,3963,93,,24961,1.83,NaN
02_指名関連,PC,Listing,Yahoo!,-,-,2-Nov-17,26226,71,,18342,NaN,1.67
02_指名関連,SP,Listing,Google,-,-,2-Nov-17,8822,232,3,67369,1.51,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,2-Nov-17,755,0,,667,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2-Nov-17,157,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2-Nov-17,39,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2-Nov-17,1749,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2-Nov-17,1593,1,,74,NaN,NaN
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,2-Nov-17,9651,9,,1660,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2-Nov-17,12,0,,0,NaN,NaN
03_口座開設一般,PC,RT,GDN,S4.申込フォーム離脱,-,2-Nov-17,2513,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2-Nov-17,201,0,,0,NaN,NaN
02_指名関連,SP,Listing,Yahoo!,-,-,2-Nov-17,25241,58,,17298,NaN,1.61
01_指名,PC,AT,GDN,-,-,2-Nov-17,47887,44,,2624,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2-Nov-17,317,3,,2168,NaN,NaN
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,2-Nov-17,8373,9,,1616,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2-Nov-17,35,0,,0,NaN,NaN
01_指名,SP,AT,GDN,-,-,2-Nov-17,132096,94,,5880,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2-Nov-17,338,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,2-Nov-17,386,2,,396,NaN,NaN
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,2-Nov-17,311,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2-Nov-17,3,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2-Nov-17,45,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2-Nov-17,1,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2-Nov-17,38,0,,0,NaN,NaN
03_口座開設一般,SP,Listing,Google,-,-,2-Nov-17,14682,516,4,203460,1.39,NaN
01_指名,SP,Listing,Y!PSD,-,-,2-Nov-17,238,5,,8333,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2-Nov-17,122,0,,0,NaN,NaN
01_指名,PC,Listing,Y!PSD,-,-,2-Nov-17,556,23,,8333,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2-Nov-17,95,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2-Nov-17,8631,4,,440,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2-Nov-17,1251,1,,122,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2-Nov-17,4,0,,0,NaN,NaN
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,2-Nov-17,10538,10,,10001,NaN,NaN
03_口座開設一般,PC,Listing,Google,-,-,2-Nov-17,4940,76,,34463,1.98,NaN
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,2-Nov-17,233,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,4日～7日,2-Nov-17,101,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2-Nov-17,111,0,,0,NaN,NaN
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,2-Nov-17,836,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2-Nov-17,1239,0,,0,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2-Nov-17,12,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2-Nov-17,1888,1,,73,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2-Nov-17,6059,7,,683,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2-Nov-17,1616,4,,485,NaN,NaN
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,2-Nov-17,3526,4,,990,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,2-Nov-17,3181,1,,109,NaN,NaN
03_口座開設一般,SP,RT,GDN,S4.申込フォーム離脱,-,2-Nov-17,4293,3,,604,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,16日～30日,2-Nov-17,38,0,,39,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,16日～30日,2-Nov-17,1922,1,,60,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2-Nov-17,3,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2-Nov-17,18,0,,0,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,16日～30日,2-Nov-17,34,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,16日～30日,2-Nov-17,4,0,,4,NaN,NaN
04_海外での利用,SP,RT,GDN,S3.口座開設詳細離脱,-,2-Nov-17,4063,7,,240,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,2-Nov-17,733,1,,150,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,2-Nov-17,11,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,2-Nov-17,1114,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,2-Nov-17,209,0,,232,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,2-Nov-17,2761,4,,329,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,1日～7日,2-Nov-17,306,0,,348,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,4日～7日,2-Nov-17,251,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,2-Nov-17,667,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,2-Nov-17,1595,4,,678,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,2-Nov-17,463,0,,0,NaN,NaN
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,2-Nov-17,99,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,2-Nov-17,490,0,,0,NaN,NaN
04_海外での利用,PC,RT,GDN,S3.口座開設詳細離脱,-,2-Nov-17,4470,7,,281,NaN,NaN
03_口座開設一般,SP,RT,GDN,S3.口座開設詳細離脱,-,2-Nov-17,358,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,2-Nov-17,8,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,2-Nov-17,439,1,,960,NaN,NaN
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,4日～7日,2-Nov-17,201,0,,0,NaN,NaN
01_指名,PC,Listing,Google,-,-,2-Nov-17,1803,132,1,12475,1,NaN
06_外貨預金,PC,RT,Y!JAX,S1.TOPページ離脱,1日～7日,2-Nov-17,47,0,,60,NaN,NaN
01_指名,PC,Listing,Yahoo!,-,-,2-Nov-17,1442,104,,3928,NaN,1.01
06_外貨預金,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,2-Nov-17,746,1,,122,NaN,NaN
01_指名,SP,Listing,Yahoo!,-,-,2-Nov-17,548,19,,1223,NaN,1.01
04_海外での利用,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,2-Nov-17,1883,0,,0,NaN,NaN
06_外貨預金,SP,RT,GDN,S3.口座開設詳細離脱,-,2-Nov-17,1638,4,,221,NaN,NaN
01_指名,SP,Listing,Google,-,-,2-Nov-17,1204,120,,6586,1,NaN
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,2-Nov-17,234,0,,0,NaN,NaN
00_手数料無料,PC,RT,GDN,S4.申込フォーム離脱,-,2-Nov-17,1621,3,,548,NaN,NaN
00_手数料無料,SP,RT,YDN,S4.申込フォーム離脱,1日～3日,2-Nov-17,4,0,,0,NaN,NaN
00_手数料無料,SP,RT,GDN,S4.申込フォーム離脱,-,2-Nov-17,2223,2,,199,NaN,NaN
00_手数料無料,PC,RT,YDN,S4.申込フォーム離脱,1日～3日,2-Nov-17,15,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,16日～30日,1-Nov-17,181,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,31日～90日,1-Nov-17,1,0,,0,NaN,NaN
02_指名関連,SP,Listing,Yahoo!,-,-,1-Nov-17,14561,53,,17941,NaN,1.63
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,8日～15日,1-Nov-17,26,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,31日～90日,1-Nov-17,3971,7,,859,NaN,NaN
06_外貨預金,SP,RT,GDN,S4.申込フォーム離脱,-,1-Nov-17,3766,4,,874,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,1-Nov-17,1,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S3.口座開設詳細離脱,4日～7日,1-Nov-17,1,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,1-Nov-17,391,1,,94,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,1日～7日,1-Nov-17,175,0,,169,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,8日～15日,1-Nov-17,755,2,,667,NaN,NaN
06_外貨預金,SP,RT,YDN,S1.TOPページ離脱,8日～15日,1-Nov-17,1,0,,0,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,1-Nov-17,4,0,,0,NaN,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,8日～15日,1-Nov-17,1198,1,,126,NaN,NaN
03_口座開設一般,PC,RT,GDN,S3.口座開設詳細離脱,-,1-Nov-17,83,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S4.申込フォーム離脱,8日～15日,1-Nov-17,6,0,,6,NaN,NaN
02_指名関連,PC,Listing,Yahoo!,-,-,1-Nov-17,18875,64,,18306,NaN,1.79
01_指名,SP,Listing,Y!PSD,-,-,1-Nov-17,252,1,,8333,NaN,NaN
03_口座開設一般,SP,Listing,Google,-,-,1-Nov-17,15418,576,2,223751,1.36,NaN
04_海外での利用,SP,RT,YDN,S3.口座開設詳細離脱,1日～3日,1-Nov-17,720,2,,299,NaN,NaN
03_口座開設一般,PC,Listing,Google,-,-,1-Nov-17,4687,103,1,52826,1.86,NaN
06_外貨預金,PC,RT,GDN,S4.申込フォーム離脱,-,1-Nov-17,745,0,,0,NaN,NaN
04_海外での利用,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,1-Nov-17,76,0,,0,NaN,NaN
00_手数料無料,SP,RT,GDN,S3.口座開設詳細離脱,-,1-Nov-17,239,1,,47,NaN,NaN
00_手数料無料,PC,RT,GDN,S3.口座開設詳細離脱,-,1-Nov-17,182,0,,0,NaN,NaN
06_外貨預金,PC,RT,Y!JAX,S2.コンテンツ離脱,16日～30日,1-Nov-17,136,0,,144,NaN,NaN
06_外貨預金,PC,AT,Y!JAX,流出ターゲティング,-,1-Nov-17,10285,12,,10021,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,1日～3日,1-Nov-17,4,0,,0,NaN,NaN
01_指名,PC,Listing,Y!PSD,-,-,1-Nov-17,601,15,,8333,NaN,NaN
03_口座開設一般,SP,RT,YDN,S4.申込フォーム離脱,16日～30日,1-Nov-17,1,0,,0,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,8日～15日,1-Nov-17,179,0,,0,NaN,NaN
04_海外での利用,PC,RT,GDN,S4.申込フォーム離脱,-,1-Nov-17,9297,18,1,2090,NaN,NaN
04_海外での利用,SP,RT,GDN,S4.申込フォーム離脱,-,1-Nov-17,8450,7,,1234,NaN,NaN
01_指名,PC,AT,GDN,-,-,1-Nov-17,72380,58,,3647,NaN,NaN
06_外貨預金,SP,RT,YDN,S4.申込フォーム離脱,31日～90日,1-Nov-17,495,1,,312,NaN,NaN
06_外貨預金,PC,RT,GDN,S3.口座開設詳細離脱,-,1-Nov-17,172,1,,47,NaN,NaN
00_手数料無料,PC,RT,YDN,S3.口座開設詳細離脱,31日～90日,1-Nov-17,18,0,,0,NaN,NaN
01_指名,SP,AT,GDN,-,-,1-Nov-17,186415,93,,6066,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,8日～15日,1-Nov-17,37,0,,0,NaN,NaN
06_外貨預金,PC,RT,YDN,S4.申込フォーム離脱,31日～90日,1-Nov-17,38,1,,814,NaN,NaN
